ann‚eCAN;paysSelection;maillotNum;posteJeu;Joueur;DateNaiss 1;date_naiss;DateNaiss 2;paysClub;Club;club_2
1992;Alg‚rie;16;Gardien de but;Kamel Kadri;19 November 1963 ;1963-11-19;28;Alg‚rie;ÿMC Alger;Mouloudia Club of Algiers
1992;Alg‚rie;1;Gardien de but;Mounir Laouar;25 March 1963 ;1963-03-25;28;Alg‚rie;ÿMO Constantine;MO Constantine
1992;Alg‚rie;22;Gardien de but;Antar Osmani;22 June 1960 ;1960-06-22;31;Alg‚rie;ÿES S‚tif;E.S. S‚tifienne
1992;Alg‚rie;3;D‚fenseur;Kamel Adjas;3 January 1963 ;1963-01-03;29;Alg‚rie;ÿES S‚tif;E.S. S‚tifienne
1992;Alg‚rie;5;D‚fenseur;Omar Belatoui;4 September 1969 ;1969-09-04;22;Alg‚rie;ÿMC Oran;Mouloudia Club Oranais
1992;Alg‚rie;4;D‚fenseur;Ali Benhalima;21 January 1962 ;1962-01-21;29;Espagne;ÿUE Lleida;UE Lleida
1992;Alg‚rie;20;D‚fenseur;Fodil Megharia;23 May 1961 ;1961-05-23;30;Tunisie;ÿClub Africain;Club Africain
1992;Alg‚rie;2;D‚fenseur;Mourad Rahmouni;3 December 1963 ;1963-12-03;28;Alg‚rie;ÿJS Kabylie;JS Kabylie
1992;Alg‚rie;15;D‚fenseur;Liazid Sandjak;11 September 1966 ;1966-09-11;25;France;ÿParis SG;Paris Saint-Germain F.C.
1992;Alg‚rie;12;D‚fenseur;Mohamed TribŠche;14 June 1964 ;1964-06-14;27;Alg‚rie;ÿES S‚tif;E.S. S‚tifienne
1992;Alg‚rie;14;Milieu de terrain;Tahar Cherif El-Ouazzani;10 July 1967 ;1967-07-10;24;Turquie;ÿAydÕnspor;AydÕnspor
1992;Alg‚rie;11;Milieu de terrain;Rabah Madjerÿ(c;15 February 1958 ;1958-02-15;33;Qatar;Qatar SC;Qatar SC
1992;Alg‚rie;6;Milieu de terrain;Mahieddine Meftah;26 September 1968 ;1968-09-26;23;Alg‚rie;ÿJS Kabylie;JS Kabylie
1992;Alg‚rie;18;Milieu de terrain;Moussa Sa‹b;6 March 1969 ;1969-03-06;22;Alg‚rie;ÿJS Kabylie;JS Kabylie
1992;Alg‚rie;19;Milieu de terrain;Abdelhafid Tasfaout;11 February 1969 ;1969-02-11;22;Alg‚rie;ÿMC Oran;Mouloudia Club Oranais
1992;Alg‚rie;10;Attaquant;Ali Bouafia;5 August 1964 ;1964-08-05;27;France;ÿOlympique Lyonnais;Olympique Lyonnais
1992;Alg‚rie;7;Attaquant;Nacer Bouiche;16 May 1963 ;1963-05-16;28;France;ÿRed Star Saint-Ouen;Red Star F.C.
1992;Alg‚rie;13;Attaquant;Youssef Haraoui;12 May 1965 ;1965-05-12;26;R‚publique TchŠque;Slovan Bratislava;?K Slovan Bratislava
1992;Alg‚rie;8;Attaquant;Hakim Medane;5 September 1966 ;1966-09-05;25;Portugal;PortugalÿF.C. FamalicÆo;F.C. FamalicÆo
1992;Alg‚rie;9;Attaquant;Djamel Menad;22 July 1960 ;1960-07-22;31;Portugal;PortugalÿF.C. FamalicÆo;F.C. FamalicÆo
1992;Alg‚rie;17;Attaquant;Mohamed Rahem;21 June 1970 ;1970-06-21;21;Alg‚rie;ÿUSM El Harrach;Union Sportive Madinet El Harrach
1992;Cameroun;22;Gardien de but;William Andem;14 June 1968;1968-06-14;23;Cameroun;ÿOlympic Mvoly‚;Olympic Mvoly‚
1992;Cameroun;1;Gardien de but;Joseph-Antoine Bell;8 October 1954;1954-10-08;37;France;ÿAS Saint-tienne;AS Saint-tienne
1992;Cameroun;16;Gardien de but;Jacques Songo'o;17 March 1964;1964-03-17;27;France;ÿSC Toulon;Sporting Toulon Var
1992;Cameroun;15;D‚fenseur;Hans Agbo;26 September 1967;1967-09-26;24;Cameroun;ÿPr‚voyance Yaound‚;Pr‚voyance Yaound‚
1992;Cameroun;5;D‚fenseur;Bertin Ebwelle;11 September 1962;1962-09-11;29;Cameroun;ÿOlympic Mvoly‚;Olympic Mvoly‚
1992;Cameroun;6;D‚fenseur;Emmanuel Kund‚;15 July 1956;1956-07-15;35;Cameroun;ÿOlympic Mvoly‚;Olympic Mvoly‚
1992;Cameroun;4;D‚fenseur;Benjamin Massing;20 June 1962;1962-06-20;29;Cameroun;ÿOlympic Mvoly‚;Olympic Mvoly‚
1992;Cameroun;17;D‚fenseur;Victor N'Dip-Akem;18 August 1967;1967-08-18;24;Cameroun;ÿCanon Yaound‚;Canon Yaound‚
1992;Cameroun;3;D‚fenseur;Jules Onana;12 July 1967;1967-07-12;24;Cameroun;ÿCanon Yaound‚;Canon Yaound‚
1992;Cameroun;14;D‚fenseur;Stephen Tataw;31 January 1961;1961-01-31;30;Cameroun;ÿOlympic Mvoly‚;Olympic Mvoly‚
1992;Cameroun;9;Milieu de terrain;Jacob Ewane;11 February 1967;1967-02-11;24;Cameroun;ÿCanon Yaound‚;Canon Yaound‚
1992;Cameroun;19;Milieu de terrain;Roger Feutmba;31 October 1968;1968-10-31;23;Belgique;ÿK.V. Kortrijk;K.V. Kortrijk
1992;Cameroun;2;Milieu de terrain;Andr‚ Kana-Biyik;1 September 1965;1965-09-01;26;France;ÿLe Havre AC;Le Havre AC
1992;Cameroun;8;Milieu de terrain;Emile Mbouh;30 May 1966;1966-05-30;25;Portugal;ÿBenfica C. Branco;Sport Benfica e Castelo Branco
1992;Cameroun;10;Milieu de terrain;Louis-Paul Milieu de terrainede;26 February 1961;1961-02-26;30;Cameroun;ÿOlympic Mvoly‚;Olympic Mvoly‚
1992;Cameroun;13;Milieu de terrain;Jean-Claude Pagal;15 September 1964;1964-09-15;27;France;ÿAS Saint-tienne;AS Saint-tienne
1992;Cameroun;18;Milieu de terrain;Guy Tapoko;25 December 1968;1968-12-25;23;France;ÿStade Lavallois;Stade Lavallois
1992;Cameroun;12;Attaquant;rnest Ebongu‚;15 May 1962;1962-05-15;29;Portugal;ÿVarzim S.C.;Varzim S.C.
1992;Cameroun;11;Attaquant;EugŠne Ek‚k‚;30 May 1960;1960-05-30;31;France;ÿUS Valenciennes;Valenciennes F.C.
1992;Cameroun;21;Attaquant;Emmanuel Maboang Kessack;27 November 1968;1968-11-27;23;Portugal;ÿPortimonense S.C.;Portimonense S.C.
1992;Cameroun;20;Attaquant;Cyril Makanaky;28 June 1965;1965-06-28;26;Espagne;ÿCD M laga;CD M laga
1992;Cameroun;7;Attaquant;Fran‡ois Omam-Biyik;21 May 1966;1966-05-21;25;France;ÿAS Cannes;AS Cannes
1992;Congo;;Gardien de but;Bruno Matingou Mouanga;2 March 1964;;27;No club;No club;No club
1992;Congo;16;Gardien de but;Ambroise Ngoya;2 March 1964 ;1964-03-02;27;RD Congo;ÿCARA Brazzaville;CARA Brazzaville
1992;Congo;1;Gardien de but;Christian Samba;26 March 1971 ;1971-03-26;20;RD Congo;ÿDiables Noirs;Diables Noirs
1992;Congo;17;D‚fenseur;Florent Baloki;10 October 1971 ;1971-10-10;20;RD Congo;ÿDiables Noirs;Diables Noirs
1992;Congo;;D‚fenseur;Appolinaire Bouketo;;;;RD Congo;ÿPatronage Brazzaville;Patronage Sainte-Anne
1992;Congo;2;D‚fenseur;Pierre Kallet Mbongo;;;;RD Congo;ÿInter Club Brazzaville;Interclub de Brazzaville
1992;Congo;13;D‚fenseur;C‚lestin Mouyabi;30 July 1957 ;1957-07-30;34;No club;No club;No club
1992;Congo;9;D‚fenseur;Maurice Ntounou;13 September 1972 ;1972-09-13;19;RD Congo;ÿKotoko M'Foa;ÿKotoko M'Foa
1992;Congo;5;D‚fenseur;Laurent Nsombi;;;;RD Congo;ÿDiables Noirs;Diables Noirs
1992;Congo;4;D‚fenseur;Yvon Okemba;5 February 1966 ;1966-02-05;25;RD Congo;ÿInter Club Brazzaville;Interclub de Brazzaville
1992;Congo;;Milieu de terrain;Gaylor Bongo;;;;RD Congo;ÿInter Club Brazzaville;Interclub de Brazzaville
1992;Congo;;Milieu de terrain;Jean-Claude Mbemba;;;;Hongrie;Vasas Budapest;Vasas SC
1992;Congo;;Milieu de terrain;Jean-Michel Mbemba;;;;France;ÿAS Cherbourg;AS Cherbourg Football
1992;Congo;12;Milieu de terrain;Sylvain Moukassa;21 April 1973 ;1973-04-21;18;RD Congo;ÿDiables Noirs;Diables Noirs
1992;Congo;10;Milieu de terrain;Jean-Jacques Ndomba;12 January 1960 ;1960-01-12;32;France;ÿChamois Niortais FC;Chamois Niortais F.C.
1992;Congo;14;Milieu de terrain;Icertain Tsoumou;;;;RD Congo;ÿInter Club Brazzaville;Interclub de Brazzaville
1992;Congo;6;Milieu de terrain;Simplice Nzamba;;;;No club;No club;No club
1992;Congo;19;Attaquant;Aristide Amouzoud;;;;RD Congo;ÿEtoile du Congo;toile du Congo
1992;Congo;;Attaquant;Fran‡ois Makita;6 May 1963 ;1963-05-06;28;France;ÿRC pernay Champagne;RC pernay Champagne
1992;Congo;20;Attaquant;Cesaire Babyllas Malonga;;;;No club;No club;No club
1992;Congo;15;Attaquant;Anges Ngapy;2 March 1963 ;1963-03-02;28;Belgique;ÿR.F.C. Seraing;R.F.C. Seraing
1992;Congo;11;Attaquant;Pierre Tchibota-Zaou;5 December 1968 ;1968-12-05;23;RD Congo;ÿAS Cheminots Pointe Noire;AS Ch‚minots
1992;Cote d'Ivoire;22;Gardien de but;Ali Doumbia;;;;Cote d'Ivoire;Africa Sports;Africa Sports d'Abidjan
1992;Cote d'Ivoire;1;Gardien de but;Alain Gouam‚n‚;15 June 1966 ;1966-06-15;25;Maroc;Raja Casablanca;Raja de Casablanca
1992;Cote d'Ivoire;16;Gardien de but;Losseni Konat‚;29 December 1972 ;1972-12-29;19;Cote d'Ivoire;ASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;2;D‚fenseur;Basile Aka Kouam‚;6 April 1963 ;1963-04-06;28;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;20;D‚fenseur;Lassina Dao;6 February 1971 ;1971-02-06;20;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;3;D‚fenseur;ArsŠne Hobou;30 October 1967 ;1967-10-30;24;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;12;D‚fenseur;Georges Lignon;29 December 1968 ;1968-12-29;23;Cote d'Ivoire;ÿAfrica Sports;Africa Sports d'Abidjan
1992;Cote d'Ivoire;4;D‚fenseur;Alassane Ouattara;;;;Cote d'Ivoire;ÿAfrica Sports;Africa Sports d'Abidjan
1992;Cote d'Ivoire;5;D‚fenseur;Lu‚ Rufin;5 January 1968 ;1968-01-05;24;Cote d'Ivoire;ÿAfrica Sports;Africa Sports d'Abidjan
1992;Cote d'Ivoire;19;D‚fenseur;Sam Abouo;26 December 1973 ;1973-12-26;18;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;6;D‚fenseur;S‚kana Diaby;10 August 1968 ;1968-08-10;23;No club;No club;No club
1992;Cote d'Ivoire;8;Milieu de terrain;Oumar Ben Salah;2 July 1964 ;1964-07-02;27;France;ÿLe Mans UC72;Le Mans F.C.
1992;Cote d'Ivoire;7;Milieu de terrain;Saint-Joseph Gadji-Celi;1 May 1961 ;1961-05-01;30;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;14;Milieu de terrain;Lucien Kassy-Kouadio;12 December 1963 ;1963-12-12;28;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;17;Milieu de terrain;Serge-Alain Maguy;20 October 1970 ;1970-10-20;21;Cote d'Ivoire;ÿAfrica Sports;Africa Sports d'Abidjan
1992;Cote d'Ivoire;15;Milieu de terrain;Didier Otokor‚;26 March 1969 ;1969-03-26;22;Cote d'Ivoire;ÿAJ Auxerre;AJ Auxerre
1992;Cote d'Ivoire;21;Milieu de terrain;Donald-Olivier Si‚;3 April 1970 ;1970-04-03;21;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;18;Attaquant;EugŠne Beugr‚ Yago;;;;Cote d'Ivoire;ÿAfrica Sports;Africa Sports d'Abidjan
1992;Cote d'Ivoire;11;Attaquant;Youssouf Fofana;26 July 1966 ;1966-07-26;25;France;ÿAS Monaco;AS Monaco FC
1992;Cote d'Ivoire;9;Attaquant;Jo‰l Ti‚hi;12 June 1964 ;1964-06-12;27;France;ÿLe Havre AC;Le Havre AC
1992;Cote d'Ivoire;10;Attaquant;Abdoulaye Traor‚;4 March 1967 ;1967-03-04;24;Cote d'Ivoire;ÿASEC Abidjan;ASEC Mimosas
1992;Cote d'Ivoire;13;Attaquant;Moussa Traor‚;25 December 1971 ;1971-12-25;20;France;ÿOlympique AlŠs;Olympique AlŠs
1992;Egypte;21;Gardien de but;Saafane El-Saghir;7 January 1968 ;1968-01-07;24;Egypte;ÿIsmaily SC;Ismaily SC
1992;Egypte;22;Gardien de but;Khaled Moustafa;;;;Egypte;ÿAl-Ittihad Al-Iskandary;Al Ittihad Alexandria Club
1992;Egypte;1;Gardien de but;Ahmed Shobair;28 September 1960 ;1960-09-28;31;Egypte;ÿAl Ahly;Al Ahly SC
1992;Egypte;12;D‚fenseur;Fawzi Gamal;23 October 1966 ;1966-10-23;25;Egypte;ÿIsmaily SC;Ismaily SC
1992;Egypte;2;D‚fenseur;Ibrahim Hassan;10 August 1966 ;1966-08-10;25;Suisse;ÿNeuchƒtel Xamax;ÿNeuchƒtel Xamax
1992;Egypte;15;D‚fenseur;Ayman Ragab;;;;Egypte;ÿIsmaily SC;Ismaily SC
1992;Egypte;13;D‚fenseur;Ahmed Ramzy;25 July 1965 ;1965-07-25;26;Egypte;ÿAl-Zamalek;Zamalek SC
1992;Egypte;4;D‚fenseur;Hany Ramzy;10 March 1969 ;1969-03-10;22;Suisse;ÿNeuchƒtel Xamax;Neuchƒtel Xamax
1992;Egypte;5;D‚fenseur;Hesham Yakan;10 August 1962 ;1962-08-10;29;Egypte;ÿAl-Zamalek;Zamalek SC
1992;Egypte;3;D‚fenseur;Rabie Yassin;7 September 1960 ;1960-09-07;31;Egypte;ÿAl Ahly;Al Ahly SC
1992;Egypte;14;Milieu de terrain;Mohamed Azima;17 October 1968 ;1968-10-17;23;Allemagne;ÿSC Fortuna K”ln;SC Fortuna K”ln
1992;Egypte;8;Milieu de terrain;Magdi Abdelghani;27 July 1959 ;1959-07-27;32;Portugal;Beira Mar;Beira-Mar Futebol Club
1992;Egypte;20;Milieu de terrain;Ahmed El-Kass;8 July 1965 ;1965-07-08;26;Egypte;ÿAl-Olympi;El-Olympi
1992;Egypte;6;Milieu de terrain;Ashraf Kasem;25 July 1966 ;1966-07-25;25;Egypte;ÿAl-Zamalek;Zamalek SC
1992;Egypte;11;Milieu de terrain;Tarek Soliman;24 January 1962 ;1962-01-24;29;Egypte;ÿAl-Masry;Al Masry SC
1992;Egypte;16;Milieu de terrain;Magdy Tolba;24 February 1964 ;1964-02-24;27;GrŠce;ÿPAOK FC;P.A.O.K. F.C.
1992;Egypte;7;Milieu de terrain;Ismail Youssef;26 June 1964 ;1964-06-26;27;Egypte;ÿAl-Zamalek;Zamalek SC
1992;Egypte;10;Attaquant;Gamal Abdelhamid;24 November 1957 ;1957-11-24;34;Egypte;ÿAl-Zamalek;Zamalek SC
1992;Egypte;18;Attaquant;Mohamed Salah Abo Greisha;1 January 1970 ;1970-01-01;22;Egypte;ÿIsmaily SC;Ismaily SC
1992;Egypte;19;Attaquant;Esayed Eid;27 June 1966 ;1966-06-27;25;Egypte;ÿAl-Masry;Al Masry SC
1992;Egypte;17;Attaquant;Khaled Eid;;;;Egypte;ÿGhazl Al-Mehalla;Ghazl El Mahalla SC
1992;Egypte;9;Attaquant;Hossam Hassan;10 August 1966 ;1966-08-10;25;Suisse;ÿNeuchƒtel Xamax;Neuchƒtel Xamax
1992;Ghana;1;Gardien de but;Edward Ansah;;;;Ghana;ÿAshanti Gold SC;Ashanti Gold SC
1992;Ghana;16;Gardien de but;Salifuh Ansah;27 September 1963 ;1963-09-27;28;Ghana;ÿHearts of Oak;Accra Hearts of Oak SC
1992;Ghana;22;Gardien de but;Abubakari Damba;30 December 1968 ;1968-12-30;23;Ghana;ÿGreat Olympics;Accra Great Olympics F.C.
1992;Ghana;19;D‚fenseur;Emmanuel Ampeah;22 April 1968 ;1968-04-22;23;Ghana;ÿAsante Kotoko;Asante Kotoko F.C.
1992;Ghana;5;D‚fenseur;Nil Darko Ankrah;;;;Ghana;ÿGreat Olympics;Accra Great Olympics F.C.
1992;Ghana;3;D‚fenseur;James Kwesi Appiah;30 June 1960 ;1960-06-30;31;Ghana;ÿAsante Kotoko;Asante Kotoko F.C.
1992;Ghana;14;D‚fenseur;Emmanuel Armah;22 April 1968 ;1968-04-22;23;Ghana;ÿHearts of Oak;Accra Hearts of Oak SC
1992;Ghana;20;D‚fenseur;Isaac Asare;1 September 1974 ;1974-09-01;17;Belgique;ÿR.S.C. Anderlecht;R.S.C. Anderlecht
1992;Ghana;2;D‚fenseur;Anthony Baffoe;25 May 1965 ;1965-05-25;26;Allemagne;ÿFortuna Dsseldorf;Fortuna Dsseldorf
1992;Ghana;21;D‚fenseur;Stephen Frimpong Manso;15 May 1959 ;1959-05-15;32;Ghana;Asante Kotoko;Asante Kotoko F.C.
1992;Ghana;17;Milieu de terrain;Stanley Aborah, Sr.;25 August 1969 ;1969-08-25;22;Autriche;ÿ Wien;ÿ Wien
1992;Ghana;4;D‚fenseur;Mohammed Gargo;19 June 1975 ;1975-06-19;16;Italie;Torino Calcio;Torino Football Club
1992;Ghana;6;Milieu de terrain;Samuel Opoku Nti;23 January 1961 ;1961-01-23;30;Suisse;ÿFC Glarus;FC Glarus
1992;Ghana;8;Milieu de terrain;Nii Lamptey;16 December 1974 ;1974-12-16;17;Belgique;ÿR.S.C. Anderlecht;R.S.C. Anderlecht
1992;Ghana;10;Milieu de terrain;Abedi Pele;5 November 1962 ;1962-11-05;29;France;ÿOlympique de Marseille;Olympique de Marseille
1992;Ghana;12;Attaquant;Koffi Abrey;;;;Ghana;ÿGreat Olympics;Accra Great Olympics F.C.
1992;Ghana;7;Milieu de terrain;Sarfo GyaMilieu de terraini;17 July 1967 ;1967-07-17;24;Autriche;ÿFC Swarovski Tirol;ÿFC Swarovski Tirol
1992;Ghana;13;Attaquant;Richard Naawu;5 February 1971 ;1971-02-05;20;Allemagne;ÿWaldhof Mannheim;SV Waldhof Mannheim
1992;Ghana;11;Attaquant;Ali Ibrahim Pel‚;1 September 1969 ;1969-09-01;22;Allemagne;ÿSG Wattenscheid 09;ÿSG Wattenscheid 09
1992;Ghana;15;Attaquant;Prince Polley;4 May 1969 ;1969-05-04;22;Belgique;ÿGerminal Ekeren;Beerschot A.C.
1992;Ghana;18;Attaquant;Yaw Preko;8 September 1974 ;1974-09-08;17;Belgique;ÿR.S.C. Anderlecht;R.S.C. Anderlecht
1992;Ghana;9;Attaquant;Tony Yeboah;6 June 1966 ;1966-06-06;25;Allemagne;ÿEintracht Frankfurt;ÿEintracht Frankfurt
1992;Kenya;1;Gardien de but;John Busolo;;;;Kenya;ÿAFC Leopards;A.F.C. Leopards
1992;Kenya;;Gardien de but;Charles Bwire;;;;Kenya;ÿAFC Leopards;A.F.C. Leopards
1992;Kenya;;Gardien de but;Kenneth Kenyatta;22 November 1968;1968-11-22;23;France;ÿin Reunion;ÿin Reunion
1992;Kenya;15;D‚fenseur;Tobias Ochulla;;;;Kenya;ÿGor Mahia;Gor Mahia F.C.
1992;Kenya;;D‚fenseur;Francis Oduor;;;;Kenya;ÿKisumu Postal;Kisumu Telkom
1992;Kenya;;D‚fenseur;Terry Onyango;;;;Kenya;ÿTusker FC;Tusker F.C.
1992;Kenya;2;D‚fenseur;Vitalis Owour;;;;Oman;No club;No club
1992;Kenya;5;D‚fenseur;George Sunguti;;;;Kenya;ÿAFC Leopards;A.F.C. Leopards
1992;Kenya;12;D‚fenseur;Micky Weche;;;;Oman;No club;No club
1992;Kenya;13;Milieu de terrain;John Lukoye;;;;Oman;No club;No club
1992;Kenya;10;Milieu de terrain;Anthony Lwanga;20 March 1972;1972-03-20;19;Kenya;ÿAFC Leopards;A.F.C. Leopards
1992;Kenya;;Milieu de terrain;James Mbwabi;;;;Kenya;ÿBandari;Bandari F.C.
1992;Kenya;;Milieu de terrain;Henry Nyandoro;20 October 1969;1969-10-20;22;Kenya;ÿShabana Kisii;Shabana Kisii
1992;Kenya;19;Milieu de terrain;Sammy Omollo;30 May 1970;1970-05-30;21;Kenya;ÿTusker FC;Tusker F.C.
1992;Kenya;;Milieu de terrain;Alfayo Odongo;;;;Kenya;ÿRivatex;Rivatex F.C.
1992;Kenya;16;Attaquant;Elijah Koranga;;;;Kenya;ÿTranscom;ÿTranscom
1992;Kenya;;Attaquant;Henry Motego;21 May 1964;1964-05-21;27;Kenya;ÿAl-Oruba;ÿAl-Oruba
1992;Kenya;14;Attaquant;Peter Mwololo;;;;Kenya;ÿTusker FC;Tusker F.C.
1992;Kenya;17;Attaquant;Simon Ndungu;;;;Kenya;ÿKisumu Postal;Kisumu Telkom
1992;Kenya;;Attaquant;Allan Odhiambo;16 September 1971;1971-09-16;20;Kenya;ÿGor Mahia;Gor Mahia F.C.
1992;Kenya;4;Attaquant;David Odhiambo;;;;France;ÿin Reunion;ÿin Reunion
1992;Kenya;9;Attaquant;Mike Okoth Origi;16 November 1967;1967-11-16;24;Kenya;ÿTusker FC;Tusker F.C.
1992;Maroc;16;Gardien de but;Khalil Azmi;23 August 1964 ;1964-08-23;27;Maroc;ÿWydad Casablanca;Wydad Athletic Club
1992;Maroc;;Gardien de but;Abdelkader El Brazi;5 November 1964 ;1964-11-05;27;Maroc;ÿFAR Rabat;FAR Rabat
1992;Maroc;1;Gardien de but;Badou Zaki;2 April 1959 ;1959-04-02;32;Espagne;ÿReal Mallorca;RCD Mallorca
1992;Maroc;;D‚fenseur;Lahcen Abrami;31 December 1969 ;1969-12-31;22;Maroc;ÿWydad Casablanca;Wydad Athletic Club
1992;Maroc;2;D‚fenseur;Rachid Azzouzi;10 January 1971 ;1971-01-10;21;Allemagne;ÿMSV Duisburg;MSV Duisburg
1992;Maroc;5;D‚fenseur;Mouhcine Bouhlal;22 March 1970 ;1970-03-22;21;Maroc;ÿFAR Rabat;FAR Rabat
1992;Maroc;13;D‚fenseur;Abdelmajid Bouyboud;24 October 1966 ;1966-10-24;25;Maroc;ÿWydad Casablanca;Wydad Athletic Club
1992;Maroc;;D‚fenseur;Tahar El Khalej;16 June 1968 ;1968-06-16;23;Maroc;ÿKawkab Marrakech;KAC Marrakech
1992;Maroc;4;D‚fenseur;Jilal Fadel;4 March 1964 ;1964-03-04;27;Maroc;ÿWydad Casablanca;Wydad Athletic Club
1992;Maroc;6;D‚fenseur;Noureddine Naybet;10 February 1970 ;1970-02-10;21;Maroc;ÿWydad Casablanca;Wydad Athletic Club
1992;Maroc;8;Milieu de terrain;Aziz Bouderbala;26 December 1960 ;1960-12-26;31;France;ÿOlympique Lyonnais;Olympique Lyonnais
1992;Maroc;9;Milieu de terrain;Mohammed Chaouch;12 December 1966 ;1966-12-12;25;France;ÿFC Istres;FC Istres
1992;Maroc;14;Milieu de terrain;Rachid Daoudi;21 February 1966 ;1966-02-21;25;Maroc;ÿWydad Casablanca;Wydad Athletic Club
1992;Maroc;15;Milieu de terrain;Hicham Dmaei;11 January 1971 ;1971-01-11;21;Maroc;ÿKawkab Marrakech;KAC Marrakech
1992;Maroc;17;Milieu de terrain;Moudaka Mouloud;5 March 1970 ;1970-03-05;21;Maroc;ÿUnion de Sidi Kacem;Union Sidi Kacem
1992;Maroc;;Milieu de terrain;Driss Mrabet;29 January 1967 ;1967-01-29;24;Maroc;ÿIR Tanger;Ittihad Tanger
1992;Maroc;12;Milieu de terrain;Khalid Raghib;22 September 1969 ;1969-09-22;22;Maroc;ÿRS Settat;RS Settat
1992;Maroc;11;Attaquant;Abdeslam Laghrissi;5 January 1962 ;1962-01-05;30;Maroc;FAR Rabat;FAR Rabat
1992;Maroc;;Attaquant;Hassan Nader;8 July 1965 ;1965-07-08;26;Espagne;ÿReal Mallorca;RCD Mallorca
1992;Maroc;;Attaquant;Aziz Ouzouggate;25 January 1965 ;1965-01-25;26;Maroc;ÿOlympique Casablanca;Club Olympique de Casablanca
1992;Maroc;7;Attaquant;Fakhreddine Rajhy;3 October 1960 ;1960-10-03;31;Maroc;ÿWydad Casablanca;Wydad Athletic Club
1992;Maroc;10;Attaquant;Said Rokbi;20 October 1969 ;1969-10-20;22;Maroc;ÿRS Settat;RS Settat
1992;Nigeria;16;Gardien de but;David Ngodigha;23 October 1962;1962-10-23;29;Nigeria;ÿACB Lagos;ACB Lagos
1992;Nigeria;1;Gardien de but;Alloysius Agu;12 July 1967;1967-07-12;24;Pays-Bas;ÿMVV Maastricht;MVV Maastricht
1992;Nigeria;22;Gardien de but;Ike Shorunmu;16 October 1967;1967-10-16;24;Nigeria;ÿStationery Stores;Stationery Stores F.C.
1992;Nigeria;2;D‚fenseur;Reuben Agboola;30 May 1962;1962-05-30;29;Pays de Galles;ÿSwansea City;Swansea City A.F.C.
1992;Nigeria;21;D‚fenseur;Abdul Aminu;21 February 1965;1965-02-21;26;Nigeria;ÿEl-Kanemi Warriors;El-Kanemi Warriors
1992;Nigeria;18;D‚fenseur;Ajibade Babalade;29 March 1972;1972-03-29;19;Nigeria;ÿShooting Stars Ibadan;Shooting Stars SC
1992;Nigeria;6;D‚fenseur;Augustine Eguavoen;19 August 1965;1965-08-19;26;Belgique;ÿKortrijk;K.V. Kortrijk
1992;Nigeria;4;D‚fenseur;Stephen Keshi;23 January 1962;1962-01-23;29;France;ÿRC Strasbourg;RC Strasbourg
1992;Nigeria;5;D‚fenseur;Uche Okechukwu;4 November 1967;1967-11-04;24;Danemark;ÿBrondby I.F.;Br›ndby IF
1992;Nigeria;3;D‚fenseur;Nduka Ugbade;6 September 1969;1969-09-06;22;Espagne;ÿCD Castell¢n;CD Castell¢n
1992;Nigeria;15;Milieu de terrain;Mutiu Adepoju;22 December 1970;1970-12-22;21;Espagne;ÿReal Madrid Castilla;ÿReal Madrid Castilla
1992;Nigeria;10;Milieu de terrain;Friday Ekpo;13 August 1969;1969-08-13;22;Gabon;ÿShell FC;ÿShell FC
1992;Nigeria;7;Milieu de terrain;Finidi George;15 April 1971;1971-04-15;20;Nigeria;ÿCalabar Rovers;Calabar Rovers
1992;Nigeria;19;Milieu de terrain;John Ene Okon;15 March 1969;1969-03-15;22;Nigeria;ÿCalabar Rovers;Calabar Rovers
1992;Nigeria;12;Milieu de terrain;Thompson Oliha;4 October 1968;1968-10-04;23;Nigeria;ÿIwuanyanwu Nationale;Heartland F.C.
1992;Nigeria;17;Attaquant;Jonathan Akpoborie;20 October 1968;1968-10-20;23;Allemagne;ÿ1. FC Saarbrcken;ÿ1. FC Saarbrcken
1992;Nigeria;20;Attaquant;Dotun Alatishe;;;;Nigeria;ÿShooting Stars Ibadan;Shooting Stars SC
1992;Nigeria;11;Attaquant;Friday Elaho;24 November 1967;1967-11-24;24;Danemark;ÿBrondby I.F.;Br›ndby IF
1992;Nigeria;14;D‚fenseur;Emeka Ezeugo;16 December 1965;1965-12-16;26;Danemark;ÿLyngby Boldklub;Lyngby Boldklub
1992;Nigeria;13;Attaquant;Victor Ikpeba;12 June 1973;1973-06-12;18;Belgique;ÿR.F.C. de LiŠge;R.F.C. de LiŠge
