ann‚eCAN;paysSelection;maillotNum;posteJeu;Joueur;DateNaiss 1;date_naiss;DateNaiss 2;paysClub;Club;club_2
2006;Tunisie;9;Attaquant;Haikel Gmamdia;22 December 1981 ;1981-12-22;24;France;ÿStrasbourg;RC Strasbourg
2006;Tunisie;10;Milieu de terrain;Kais Ghodhbane;7 January 1976 ;1976-01-07;30;Turquie;ÿSamsunspor;Samsunspor
2006;Tunisie;11;Attaquant;Francileudo Santos;20 March 1979 ;1979-03-20;26;France;ÿToulouse;Toulouse FC
2006;Tunisie;12;Milieu de terrain;Jawhar Mnari;8 November 1976 ;1976-11-08;29;Allemagne;ÿ1. FC Nrnberg;ÿ1. FC Nrnberg
2006;Tunisie;13;Milieu de terrain;Riadh Bouazizi;8 April 1973 ;1973-04-08;32;Turquie;ÿKayseri Erciyesspor;Kayseri Erciyesspor
2006;Tunisie;14;Milieu de terrain;Adel Chedli;16 September 1976 ;1976-09-16;29;Allemagne;ÿ1. FC Nrnberg;ÿ1. FC Nrnberg
2006;Tunisie;15;D‚fenseur;Radhi Ja‹di;30 August 1975 ;1975-08-30;30;Angleterre;ÿBolton Wanderers;Bolton Wanderers F.C.
2006;Tunisie;16;Gardien de but;Khaled Fadhel;29 September 1976 ;1976-09-29;29;Turquie;ÿKayseri Erciyesspor;Kayseri Erciyesspor
2006;Tunisie;17;Attaquant;Issam Jemaa;28 January 1984 ;1984-01-28;21;France;ÿLens;R.C. Lens
2006;Tunisie;18;Milieu de terrain;Selim Benachour;8 September 1981 ;1981-09-08;24;Portugal;ÿVit¢ria de GuimarÆes;Vit¢ria de GuimarÆes B
2006;Tunisie;19;D‚fenseur;Anis Ayari;16 February 1982 ;1982-02-16;23;Turquie;ÿSamsunspor;Samsunspor
2006;Tunisie;20;D‚fenseur;Jos‚ Clayton;21 March 1974 ;1974-03-21;31;Qatar;ÿAl-Sadd;Al Sadd Sports Club
2006;Tunisie;21;D‚fenseur;Alaeddine Yahia;26 September 1981 ;1981-09-26;24;France;ÿSaint-tienne;AS Saint-tienne
2006;Tunisie;22;Gardien de but;Hamdi Kasraoui;18 January 1983 ;1983-01-18;23;Tunisie;ÿEsp‚rance;Esp‚rance Sportive de Tunis
2006;Tunisie;23;Milieu de terrain;Amine Ltaief;4 July 1984 ;1984-07-04;21;Tunisie;ÿEsp‚rance;Esp‚rance Sportive de Tunis
2006;Zambie;1;Gardien de but;Kennedy Mweene;11 December 1984 ;1984-12-11;21;Afrique du Sud;ÿFree State Stars;Free State Stars F.C.
2006;Zambie;3;D‚fenseur;Kennedy Nketani;25 November 1984 ;1984-11-25;21;Zambie;ÿZanaco;Zanaco F.C.
2006;Zambie;4;D‚fenseur;Joseph Musonda;30 May 1977 ;1977-05-30;28;Afrique du Sud;ÿFree State Stars;Free State Stars F.C.
2006;Zambie;5;D‚fenseur;Elijah Tana;28 February 1975 ;1975-02-28;30;Angola;ÿAtl‚tico Petr¢leos;Atl‚tico Petr¢leos Luanda
2006;Zambie;6;D‚fenseur;Mark Sinyangwe;29 December 1979 ;1979-12-29;26;Zambie;ÿGreen Buffaloes;Green Buffaloes F.C.
2006;Zambie;7;Attaquant;Clifford Mulenga;5 August 1987 ;1987-08-05;18;SuŠde;ÿ™rgryte;™rgryte IS Fotboll
2006;Zambie;8;Milieu de terrain;Isaac Chansa;23 March 1984 ;1984-03-23;21;Afrique du Sud;ÿOrlando Pirates;ÿOrlando Pirates
2006;Zambie;9;Attaquant;Collins Mbesuma;3 February 1984 ;1984-02-03;21;Angleterre;ÿPortsmouth;Portsmouth F.C.
2006;Zambie;10;Milieu de terrain;Ian Bakala;1 November 1980 ;1980-11-01;25;Angola;ÿPrimeiro de Agosto;Clube Desportivo Primeiro de Agosto
2006;Zambie;11;Attaquant;Christopher Katongo;31 August 1981 ;1981-08-31;24;Afrique du Sud;ÿJomo Cosmos;Jomo Cosmos F.C.
2006;Zambie;12;Attaquant;Harry Milanzi;13 March 1978 ;1978-03-13;27;Angola;ÿPrimeiro de Agosto;Clube Desportivo Primeiro de Agosto
2006;Zambie;13;D‚fenseur;Misheck Lungu;2 June 1980 ;1980-06-02;25;Hongrie;ÿLombard-P pa;Lombard-P pa TFC
2006;Zambie;14;Milieu de terrain;Mumamba Numba;21 March 1978 ;1978-03-21;27;Zambie;ÿZanaco;Zanaco F.C.
2006;Zambie;15;Attaquant;Linos Chalwe;17 September 1980 ;1980-09-17;25;Tunisie;ÿtoile du Sahel;toile Sportive du Sahel
2006;Zambie;16;Gardien de but;George Kolala;3 March 1976 ;1976-03-03;29;Zambie;ÿZanaco;Zanaco F.C.
2006;Zambie;17;Milieu de terrain;Andrew Sinkala;18 June 1979 ;1979-06-18;26;Allemagne;ÿ1. FC K”ln;ÿ1. FC K”ln
2006;Zambie;18;D‚fenseur;Billy Mwanza;21 January 1983 ;1983-01-21;22;Zambie;ÿPower Dynamos;Power Dynamos F.C.
2006;Zambie;19;D‚fenseur;Clive Hachilensa;17 September 1979 ;1979-09-17;26;Afrique du Sud;ÿFree State Stars;Free State Stars F.C.
2006;Zambie;20;Milieu de terrain;Felix Katongo;18 April 1984 ;1984-04-18;21;Afrique du Sud;ÿJomo Cosmos;Jomo Cosmos F.C.
2006;Zambie;21;Milieu de terrain;Rainford Kalaba;14 August 1986 ;1986-08-14;19;France;ÿNice;OGC Nice
2006;Zambie;22;Gardien de but;Kalililo Kakonje;1 June 1985 ;1985-06-01;20;Afrique du Sud;ÿGolden Arrows;Lamontville Golden Arrows F.C.
2006;Zambie;23;Milieu de terrain;William Njovu;4 March 1987 ;1987-03-04;18;Zambie;ÿLusaka Dynamos;Lusaka Dynamos F.C.
2006;Zambie;27;Attaquant;James Chamanga;2 February 1980 ;1980-02-02;25;Afrique du Sud;ÿBush Bucks;Bush Bucks F.C.
2006;Zimbabwe;1;Gardien de but;Energy Murambadoro;27 June 1982 ;1982-06-27;23;Zimbabwe;ÿCAPS United;CAPS United F.C.
2006;Zimbabwe;2;D‚fenseur;Herbert Dick;2 September 1979 ;1979-09-02;26;Zimbabwe;ÿAmaZulu;AmaZulu F.C.
2006;Zimbabwe;3;Milieu de terrain;Esrom Nyandoro;6 February 1980 ;1980-02-06;25;Afrique du Sud;ÿMamelodi Sundowns;Mamelodi Sundowns F.C.
2006;Zimbabwe;4;D‚fenseur;Bekithemba Ndlovu;9 August 1976 ;1976-08-09;29;Afrique du Sud;ÿSilver Stars;ÿSilver Stars
2006;Zimbabwe;5;Milieu de terrain;Francis Chandida;28 May 1979 ;1979-05-28;26;Zimbabwe;ÿBuymore;CAPS United F.C.
2006;Zimbabwe;6;D‚fenseur;Zvenyika Makonese;7 July 1977 ;1977-07-07;28;Afrique du Sud;ÿSantos;ÿSantos
2006;Zimbabwe;7;Milieu de terrain;Joel Lupahla;26 April 1977 ;1977-04-26;28;Afrique du Sud;ÿSuperSport United;SuperSport United F.C.
2006;Zimbabwe;8;Milieu de terrain;Tinashe Nengomasha;2 September 1982 ;1982-09-02;23;Afrique du Sud;ÿKaizer Chiefs;Kaizer Chiefs F.C.
2006;Zimbabwe;9;Attaquant;Benjani Mwaruwari;13 August 1978 ;1978-08-13;27;Angleterre;ÿPortsmouth;Portsmouth F.C.
2006;Zimbabwe;10;Attaquant;Shingayi Kaondera;31 July 1982 ;1982-07-31;23;No club; No club; No club
2006;Zimbabwe;11;D‚fenseur;Charles Yohane;26 August 1973 ;1973-08-26;32;Afrique du Sud;ÿWits University;Bidvest Wits F.C.
2006;Zimbabwe;12;Attaquant;Peter Ndlovu;25 February 1973 ;1973-02-25;32;Afrique du Sud;ÿMamelodi Sundowns;Mamelodi Sundowns F.C.
2006;Zimbabwe;13;D‚fenseur;Cephas Chimedza;5 December 1984 ;1984-12-05;21;Belgique;ÿGerminal Beerschot;Beerschot A.C.
2006;Zimbabwe;14;D‚fenseur;George Mbwando;20 October 1975 ;1975-10-20;30;Allemagne;ÿJahn Regensburg;SSV Jahn Regensburg
2006;Zimbabwe;15;Milieu de terrain;Dickson Choto;19 March 1981 ;1981-03-19;24;Pologne;ÿLegia Warsaw;Legia Warsaw
2006;Zimbabwe;16;Gardien de but;Tapuwa Kapini;17 July 1984 ;1984-07-17;21;Zimbabwe;ÿHighlanders;Highlanders F.C.
2006;Zimbabwe;17;Attaquant;Gilbert Mushangazhike;11 August 1975 ;1975-08-11;30;Chine;ÿJiangsu Suning;Jiangsu F.C.
2006;Zimbabwe;18;Attaquant;Brian Badza;23 June 1979 ;1979-06-23;26;Zimbabwe;ÿCAPS United;CAPS United F.C.
2006;Zimbabwe;19;Attaquant;Edzai Kasinauyo;28 March 1975 ;1975-03-28;30;Afrique du Sud;ÿMoroka Swallows;Moroka Swallows F.C.
2006;Zimbabwe;20;Milieu de terrain;Edelbert Dinha;14 March 1973 ;1973-03-14;32;Afrique du Sud;ÿOrlando Pirates;ÿOrlando Pirates
2006;Zimbabwe;21;D‚fenseur;James Matola;31 May 1977 ;1977-05-31;28;Zimbabwe;ÿBuymore;CAPS United F.C.
2006;Zimbabwe;22;Milieu de terrain;Lloyd Chitembwe;21 June 1971 ;1971-06-21;34;Zimbabwe;ÿCAPS United;CAPS United F.C.
2006;Zimbabwe;23;Gardien de but;Gift Muzadzi;2 October 1974 ;1974-10-02;31;Zimbabwe;ÿCAPS United;CAPS United F.C.
2008;Afrique du Sud;1;Gardien de but;Rowen Fern ndez;28 February 1978 ;1978-02-28;29;Allemagne;ÿArminia Bielefeld;Arminia Bielefeld
2008;Afrique du Sud;2;D‚fenseur;Bevan Fransman;31 October 1983 ;1983-10-31;24;Afrique du Sud;ÿMoroka Swallows;Moroka Swallows F.C.
2008;Afrique du Sud;3;D‚fenseur;Tsepo Masilela;5 May 1985 ;1985-05-05;22;Israel;ÿMaccabi Haifa;Maccabi Haifa F.C.
2008;Afrique du Sud;4;Milieu de terrain;Aaron Mokoena;25 November 1980 ;1980-11-25;27;Angleterre;ÿBlackburn Rovers;ÿBlackburn Rovers
2008;Afrique du Sud;5;D‚fenseur;Nasief Morris;16 April 1981 ;1981-04-16;26;GrŠce;ÿPanathinaikos;Panathinaikos B
2008;Afrique du Sud;6;Milieu de terrain;Lance Davids;11 April 1985 ;1985-04-11;22;SuŠde;ÿDjurg†rdens IF;Djurg†rdens IF Dam
2008;Afrique du Sud;7;D‚fenseur;Tumelo Nhlapo;20 January 1988 ;1988-01-20;20;Afrique du Sud;ÿBloemfontein Celtic Football Club;Bloemfontein Celtic F.C.
2008;Afrique du Sud;8;Milieu de terrain;Siphiwe Tshabalala;25 September 1984 ;1984-09-25;23;Afrique du Sud;ÿKaizer Chiefs;Kaizer Chiefs F.C.
2008;Afrique du Sud;9;Milieu de terrain;Surprise Moriri;20 March 1980 ;1980-03-20;27;Afrique du Sud;ÿMamelodi Sundowns;Mamelodi Sundowns F.C.
2008;Afrique du Sud;10;Milieu de terrain;Steven Pienaar;17 March 1982 ;1982-03-17;25;Angleterre;ÿEverton;ÿEverton
2008;Afrique du Sud;11;Milieu de terrain;Elrio van Heerden;11 July 1983 ;1983-07-11;24;Belgique;ÿClub Brugge;Club Brugge K.V.
2008;Afrique du Sud;12;Milieu de terrain;Teko Modise;22 December 1982 ;1982-12-22;25;Afrique du Sud;ÿOrlando Pirates;ÿOrlando Pirates
2008;Afrique du Sud;13;D‚fenseur;Benson Mhlongo;9 November 1980 ;1980-11-09;27;Afrique du Sud;ÿMamelodi Sundowns;Mamelodi Sundowns F.C.
2008;Afrique du Sud;14;Milieu de terrain;Lerato Chabangu;15 August 1985 ;1985-08-15;22;Afrique du Sud;ÿMamelodi Sundowns;Mamelodi Sundowns F.C.
2008;Afrique du Sud;15;Attaquant;Sibusiso Zuma;23 June 1975 ;1975-06-23;32;Allemagne;ÿArminia Bielefeld;Arminia Bielefeld
2008;Afrique du Sud;16;Gardien de but;Moeneeb Josephs;19 May 1980 ;1980-05-19;27;Afrique du Sud;ÿBidvest Wits;Bidvest Wits F.C.
2008;Afrique du Sud;17;Attaquant;Katlego Mphela;29 November 1984 ;1984-11-29;23;Afrique du Sud;ÿSupersport United;SuperSport United F.C.
2008;Afrique du Sud;18;Attaquant;Excellent Walaza;8 April 1987 ;1987-04-08;20;Afrique du Sud;ÿOrlando Pirates;ÿOrlando Pirates
2008;Afrique du Sud;19;D‚fenseur;Bryce Moon;6 April 1986 ;1986-04-06;21;Afrique du Sud;ÿAjax Cape Town;Cape Town Spurs F.C.
2008;Afrique du Sud;20;D‚fenseur;Brett Evans;8 March 1982 ;1982-03-08;25;Afrique du Sud;ÿAjax Cape Town;Cape Town Spurs F.C.
2008;Afrique du Sud;21;Attaquant;Thembinkosi Fanteni;2 February 1984 ;1984-02-02;23;Israel;ÿMaccabi Haifa;Maccabi Haifa F.C.
2008;Afrique du Sud;22;Milieu de terrain;Kagiso Dikgacoi;24 November 1984 ;1984-11-24;23;Afrique du Sud;ÿGolden Arrows;Lamontville Golden Arrows F.C.
2008;Afrique du Sud;23;Gardien de but;Itumeleng Khune;20 June 1987 ;1987-06-20;20;Afrique du Sud;ÿKaizer Chiefs;Kaizer Chiefs F.C.
2008;Angola;1;Gardien de but;Lam ;1 February 1981 ;1981-02-01;26;Angola;ÿPetro Atl‚tico;Atl‚tico Petr¢leos Luanda
2008;Angola;2;D‚fenseur;Marco Airosa;6 August 1984 ;1984-08-06;23;Portugal;ÿF tima;C.D. F tima
2008;Angola;3;D‚fenseur;Jamba;10 July 1977 ;1977-07-10;30;Angola;ÿASA;ASA 2013 Tƒrgu Mure?
2008;Angola;4;D‚fenseur;Manuel Machado;24 December 1985 ;1985-12-24;22;Portugal;ÿAnadia;Anadia FC
2008;Angola;5;D‚fenseur;Kali;11 October 1978 ;1978-10-11;29;Suisse;ÿSion;FC Sion
2008;Angola;6;D‚fenseur;Yamba Asha;31 July 1978 ;1978-07-31;29;Angola;ÿPetro Atl‚tico;Atl‚tico Petr¢leos Luanda
2008;Angola;7;Milieu de terrain;Paulo Figueiredo(c;28 November 1972 ;1972-11-28;35;SuŠde;ÿ™ster;™sters IF
2008;Angola;8;Milieu de terrain;Andr‚ Macanga;4 May 1978 ;1978-05-04;29;Koweit;ÿAl-Koweit;Kuwait SC
2008;Angola;9;Attaquant;Mateus;19 June 1984 ;1984-06-19;23;Portugal;ÿBoavista;Boavista F.C.
2008;Angola;10;Milieu de terrain;Maurito;24 June 1981 ;1981-06-24;26;Koweit;ÿAl-Koweit;Kuwait SC
2008;Angola;11;Milieu de terrain;Gilberto;21 July 1982 ;1982-07-21;25;Egypte;ÿAl Ahly;Al Ahly SC
2008;Angola;12;Gardien de but;Nuno;5 April 1983 ;1983-04-05;24;Angola;ÿASA;ASA 2013 Tƒrgu Mure?
2008;Angola;13;Milieu de terrain;Edson;2 March 1980 ;1980-03-02;27;Portugal;ÿPa‡os de Ferreira;F.C. Pa‡os de Ferreira
2008;Angola;14;Milieu de terrain;Ant¢nio Mendon‡a;9 October 1982 ;1982-10-09;25;Portugal;ÿBelenenses;C.F. Os Belenenses
2008;Angola;15;D‚fenseur;Rui Marques;3 September 1977 ;1977-09-03;30;Angleterre;ÿLeeds United;Leeds United F.C.
2008;Angola;16;Attaquant;Fl vio;30 December 1979 ;1979-12-30;28;Egypte;ÿAl Ahly;Al Ahly SC
2008;Angola;17;Milieu de terrain;Z‚ Kalanga;12 October 1983 ;1983-10-12;24;Portugal;ÿBoavista;Boavista F.C.
2008;Angola;18;Attaquant;Love;14 March 1979 ;1979-03-14;28;Angola;ÿPrimeiro de Agosto;Clube Desportivo Primeiro de Agosto
2008;Angola;19;Milieu de terrain;Ad‚rito Waldemar Alves Carvalho;4 July 1981 ;1981-07-04;26;Portugal;ÿPa‡os de Ferreira;F.C. Pa‡os de Ferreira
2008;Angola;20;D‚fenseur;Loc¢;25 December 1984 ;1984-12-25;23;Angola;ÿPrimeiro de Agosto;Clube Desportivo Primeiro de Agosto
2008;Angola;21;D‚fenseur;Delgado;1 November 1979 ;1979-11-01;28;France;ÿMetz;FC Metz
2008;Angola;22;Gardien de but;M rio;1 June 1985 ;1985-06-01;22;Angola;ÿInterclube;G.D. Interclube
2008;Angola;23;Attaquant;Manucho;7 March 1983 ;1983-03-07;24;Angola;ÿPetro Atl‚tico;Atl‚tico Petr¢leos Luanda
2008;Benin;1;Gardien de but;Rachad Chitou;18 September 1976 ;1976-09-18;31;Nigeria;ÿWikki Tourists;Wikki Tourists F.C.
2008;Benin;2;Milieu de terrain;Djiman Koukou;14 November 1980 ;1980-11-14;27;Benin;ÿSoleil FC;Soleil FC
2008;Benin;3;D‚fenseur;Khaled Ad‚non;28 July 1985 ;1985-07-28;22;France;ÿLe Mans;Le Mans F.C.
2008;Benin;4;D‚fenseur;Bio Ai Traore;9 June 1985 ;1985-06-09;22;Benin;ÿPanthŠres FC;PanthŠres FC
2008;Benin;5;D‚fenseur;Damien Chrysostome;24 May 1982 ;1982-05-24;25;Italie;ÿCasale;A.S. Casale Calcio
2008;Benin;6;Milieu de terrain;Jonas Ok‚tola;27 August 1983 ;1983-08-27;24;Afrique du Sud;ÿThanda Royal Zulu;Thanda Royal Zulu F.C.
2008;Benin;7;Milieu de terrain;Romauld Boco;8 July 1985 ;1985-07-08;22;Angleterre;ÿAccrington Stanley;ÿAccrington Stanley
2008;Benin;8;Attaquant;Razak Omotoyossi;8 October 1985 ;1985-10-08;22;SuŠde;ÿHelsingborg;Helsingborgs IF
2008;Benin;9;Attaquant;Abou Maiga;20 September 1985 ;1985-09-20;22;France;ÿCr‚teil;US Cr‚teil-Lusitanos
2008;Benin;10;Attaquant;Oumar Tchomogo;7 January 1978 ;1978-01-07;30;Portugal;ÿPortimonense;Portimonense S.C.
2008;Benin;11;Milieu de terrain;Oscar Olou;16 November 1987 ;1987-11-16;20;France;ÿRouen;FC Rouen
2008;Benin;12;D‚fenseur;Achille Rouga;10 June 1987 ;1987-06-10;20;France;ÿRennes;Stade Rennais F.C.
2008;Benin;13;D‚fenseur;No‰l S‚ka;3 September 1984 ;1984-09-03;23;Danemark;ÿFC Fyn;FC Fyn
2008;Benin;14;D‚fenseur;Alain Gaspoz;16 May 1970 ;1970-05-16;37;Suisse;ÿFC Bagnes;ÿFC Bagnes
2008;Benin;15;D‚fenseur;Anicet Adjamonsi;15 March 1984 ;1984-03-15;23;France;ÿCr‚teil;US Cr‚teil-Lusitanos
2008;Benin;16;Gardien de but;Yoann Djidonou;17 May 1986 ;1986-05-17;21;France;ÿRed Star Saint-Ouen;Red Star F.C.
2008;Benin;17;Milieu de terrain;St‚phane SessŠgnon;1 June 1984 ;1984-06-01;23;France;ÿLe Mans;Le Mans F.C.
2008;Benin;18;D‚fenseur;S‚‹dath Tchomogo;13 August 1985 ;1985-08-13;22;Bahrain;ÿEast Riffa Club;East Riffa Club
2008;Benin;19;Milieu de terrain;Jocelyn Ahou‚ya;19 December 1985 ;1985-12-19;22;Suisse;ÿSion;FC Sion
2008;Benin;20;Attaquant;Wassiou Oladipikpo;17 December 1983 ;1983-12-17;24;Alg‚rie;ÿJS Kabylie;JS Kabylie
2008;Benin;21;Milieu de terrain;SosthŠne Soglo;3 July 1986 ;1986-07-03;21;Benin;ÿEnergie FC;Energie FC
2008;Benin;22;Gardien de but;Valere Amoussou;13 March 1987 ;1987-03-13;20;Benin;ÿMogas 90 FC;Mogas 90 FC
2008;Benin;23;Attaquant;Abdoulaye Ouzerou;24 October 1985 ;1985-10-24;22;Benin;ÿBuffles FC;Buffles du Borgou FC
2008;Cameroun;1;Gardien de but;Carlos Kameni;18 February 1984 ;1984-02-18;23;Espagne;ÿEspanyol;RCD Espanyol de Barcelona
2008;Cameroun;2;D‚fenseur;Gilles Binya;29 August 1984 ;1984-08-29;23;Portugal;ÿBenfica;S.L. Benfica
2008;Cameroun;3;D‚fenseur;Bill Tchato;14 May 1975 ;1975-05-14;32;Qatar;ÿQatar SC;Qatar SC
2008;Cameroun;4;D‚fenseur;Rigobert Songÿ(c;1 July 1976 ;1976-07-01;31;Turquie;ÿGalatasaray;Galatasaray S.K.
2008;Cameroun;5;D‚fenseur;Timoth‚e Atouba;17 February 1982 ;1982-02-17;25;Allemagne;ÿHamburger SV;ÿHamburger SV
2008;Cameroun;6;D‚fenseur;BenoŒt Angbwa;1 January 1982 ;1982-01-01;26;Russie;ÿKrylya Sovetov;FC Krylia Sovetov Samara
2008;Cameroun;7;Milieu de terrain;Modeste M'bami;9 October 1982 ;1982-10-09;25;France;ÿMarseille;Olympique de Marseille
2008;Cameroun;8;Milieu de terrain;Geremi;20 December 1978 ;1978-12-20;29;Angleterre;ÿNewcastle United;Newcastle United F.C.
2008;Cameroun;9;Attaquant;Samuel Eto'o;10 March 1981 ;1981-03-10;26;Espagne;ÿBarcelona;FC Barcelona
2008;Cameroun;10;Milieu de terrain;Achille Eman ;5 June 1982 ;1982-06-05;25;France;ÿToulouse;Toulouse FC
2008;Cameroun;11;Milieu de terrain;Jean Makoun;29 May 1983 ;1983-05-29;24;France;ÿLille;Lille OSC
2008;Cameroun;12;Milieu de terrain;Alain N'Kong;6 April 1979 ;1979-04-06;28;Mexique;ÿAtlante;Atlante F.C.
2008;Cameroun;13;Milieu de terrain;Landry N'Gu‚mo;28 November 1985 ;1985-11-28;22;France;ÿNancy;A.S. Nancy-Lorraine
2008;Cameroun;14;Milieu de terrain;Jo‰l Epalle;20 February 1978 ;1978-02-20;29;Allemagne;ÿVfL Bochum;VfL Bochum
2008;Cameroun;15;Milieu de terrain;Alex Song;9 September 1987 ;1987-09-09;20;Angleterre;ÿArsenal;ÿArsenal
2008;Cameroun;16;Gardien de but;Souleymanou Hamidou;22 November 1973 ;1973-11-22;34;Turquie;ÿDenizlispor;Denizlispor
2008;Cameroun;17;Attaquant;Mohamadou Idrissou;8 March 1980 ;1980-03-08;27;Allemagne;ÿMSV Duisburg;MSV Duisburg
2008;Cameroun;18;Attaquant;Bertin Tomou;8 August 1978 ;1978-08-08;29;Belgique;ÿMouscron;Royal Excel Mouscron
2008;Cameroun;19;Milieu de terrain;St‚phane Mbia;20 May 1986 ;1986-05-20;21;France;ÿRennes;Stade Rennais F.C.
2008;Cameroun;20;D‚fenseur;Paul Essola;13 December 1981 ;1981-12-13;26;France;ÿBastia;SC Bastia
2008;Cameroun;21;Attaquant;Joseph-D‚sir‚ Job;1 December 1977 ;1977-12-01;30;France;ÿNice;OGC Nice
2008;Cameroun;22;Gardien de but;Janvier Charles Mbarga;27 September 1985 ;1985-09-27;22;Cameroun;ÿCanon Yaound‚;Canon Yaound‚
2008;Cameroun;23;D‚fenseur;Andr‚ Bikey;8 January 1985 ;1985-01-08;23;Angleterre;ÿReading;Reading F.C.
2008;Cote d'Ivoire;1;Gardien de but;Boubacar Barry;30 December 1979 ;1979-12-30;28;Belgique;ÿLokeren;K.S.C. Lokeren Oost-Vlaanderen
2008;Cote d'Ivoire;2;D‚fenseur;Constant Djapka;17 October 1986 ;1986-10-17;21;Roumanie;ÿPandurii Tƒrgu Jiu;CS Pandurii Tƒrgu Jiu
2008;Cote d'Ivoire;3;D‚fenseur;Arthur Boka;2 April 1983 ;1983-04-02;24;Allemagne;ÿVfB Stuttgart;VfB Stuttgart
2008;Cote d'Ivoire;4;D‚fenseur;Kolo Tour‚;19 March 1981 ;1981-03-19;26;Angleterre;ÿArsenal;ÿArsenal
2008;Cote d'Ivoire;5;Milieu de terrain;Didier Zokora;14 December 1980 ;1980-12-14;27;Angleterre;ÿTottenham Hotspur;Tottenham Hotspur F.C.
2008;Cote d'Ivoire;6;D‚fenseur;Steve Gohouri;8 February 1981 ;1981-02-08;26;Allemagne;ÿBorussia M”nchengladbach;ÿBorussia M”nchengladbach
2008;Cote d'Ivoire;7;Milieu de terrain;Emerse Fa‚;24 January 1984 ;1984-01-24;23;Angleterre;ÿReading;Reading F.C.
2008;Cote d'Ivoire;8;Attaquant;Salomon Kalou;15 August 1985 ;1985-08-15;22;Angleterre;ÿChelsea;Chelsea F.C.
2008;Cote d'Ivoire;9;Attaquant;Arouna Kon‚;11 November 1983 ;1983-11-11;24;Espagne;ÿSevilla;Sevilla FC
2008;Cote d'Ivoire;10;Attaquant;Gervinho;27 May 1987 ;1987-05-27;20;France;ÿLe Mans;Le Mans F.C.
2008;Cote d'Ivoire;11;Attaquant;Didier Drogbaÿ(c;11 March 1978 ;1978-03-11;29;Angleterre;ÿChelsea;Chelsea F.C.
2008;Cote d'Ivoire;12;D‚fenseur;Abdoulaye M‚‹t‚;6 October 1980 ;1980-10-06;27;Angleterre;ÿBolton Wanderers;Bolton Wanderers F.C.
2008;Cote d'Ivoire;13;Milieu de terrain;Romaric;4 June 1983 ;1983-06-04;24;France;ÿLe Mans;Le Mans F.C.
2008;Cote d'Ivoire;14;Attaquant;Bakari Kon‚;17 September 1981 ;1981-09-17;26;France;ÿNice;OGC Nice
2008;Cote d'Ivoire;15;Attaquant;Aruna Dindane;26 November 1980 ;1980-11-26;27;France;ÿLens;R.C. Lens
2008;Cote d'Ivoire;16;Gardien de but;Stephan Lobou‚;23 August 1981 ;1981-08-23;26;Allemagne;ÿGreuther Frth;SpVgg Greuther Frth
2008;Cote d'Ivoire;17;Milieu de terrain;Siaka Ti‚n‚;22 February 1982 ;1982-02-22;25;France;ÿSaint-tienne;AS Saint-tienne
2008;Cote d'Ivoire;18;Attaquant;Kader Ke‹ta;6 August 1981 ;1981-08-06;26;France;ÿLyon;Olympique Lyonnais
2008;Cote d'Ivoire;19;Milieu de terrain;Yaya Tour‚;13 May 1983 ;1983-05-13;24;Espagne;ÿBarcelona;FC Barcelona
2008;Cote d'Ivoire;20;Attaquant;Boubacar Sanogo;12 December 1982 ;1982-12-12;25;Allemagne;ÿWerder Bremen;ÿWerder Bremen
2008;Cote d'Ivoire;21;D‚fenseur;Emmanuel Ebou‚;4 June 1983 ;1983-06-04;24;Angleterre;ÿArsenal;ÿArsenal
2008;Cote d'Ivoire;22;D‚fenseur;Marc Zoro;27 December 1983 ;1983-12-27;24;Portugal;ÿBenfica;S.L. Benfica
2008;Cote d'Ivoire;23;Gardien de but;Tiass‚ Kon‚;17 October 1987 ;1987-10-17;20;Russie;ÿSpartak Nalchik;PFC Spartak Nalchik
2008;Egypte;1;Gardien de but;Essam El-Hadary;15 January 1973 ;1973-01-15;35;Egypte;ÿAl Ahly;Al Ahly SC
2008;Egypte;2;D‚fenseur;Mahmoud Fathallah;13 February 1982 ;1982-02-13;25;Egypte;ÿAl-Zamalek;Zamalek SC
2008;Egypte;3;D‚fenseur;Ahmed Elmohamady;9 September 1987 ;1987-09-09;20;Egypte;ÿENPPI;ENPPI Club
2008;Egypte;4;D‚fenseur;Ibrahim Said;16 October 1979 ;1979-10-16;28;Turquie;ÿAnkaragc;Ankaragc Sports Club
2008;Egypte;5;D‚fenseur;Shady Mohamed;29 November 1977 ;1977-11-29;30;Egypte;ÿAl Ahly;Al Ahly SC
2008;Egypte;6;D‚fenseur;Hany Said;22 April 1980 ;1980-04-22;27;Egypte;ÿIsmaily;Ismaily SC
2008;Egypte;7;D‚fenseur;Ahmed Fathy;10 November 1984 ;1984-11-10;23;Egypte;ÿAl Ahly;Al Ahly SC
2008;Egypte;8;Milieu de terrain;Hosny Abd Rabo;1 November 1984 ;1984-11-01;23;Egypte;ÿIsmaily;Ismaily SC
2008;Egypte;9;Attaquant;Mohamed Zidan;11 December 1981 ;1981-12-11;26;Allemagne;ÿHamburger SV;ÿHamburger SV
2008;Egypte;10;Attaquant;Emad Moteab;20 February 1983 ;1983-02-20;24;Egypte;ÿAl Ahly;Al Ahly SC
2008;Egypte;11;Milieu de terrain;Mohamed Shawky;5 October 1981 ;1981-10-05;26;Angleterre;ÿMiddlesbrough;Middlesbrough F.C.
